taxonID,type,scientificName,parser_run
b0099319-0a8e-5b48-82bb-2067abc2ac28,acronym,HvAV-3c,
198f51bb-01aa-591e-93b9-c271145062af,acronym,HvAV-3d,
a34e29a2-b1d3-5580-b980-9e08e99f0e51,acronym,SfAV-1,
3dd074cc-9c34-5b6d-abf1-fce69f5cd2f3,acronym,SfAV-1a,
81886c18-db9f-59a3-83b6-e481e62124b5,acronym,SfAV-1c,
70555bbf-8a44-54fa-a8fe-bec26ee6ae91,acronym,AYLCuB-[PK:Lhr:2005],
d930fc4f-3c7f-56d0-acea-a7b1ed714278,acronym,ERBV-1,
d19ab5b9-78a0-569a-8af4-a7850caf827d,acronym,ERAV,
e0a62091-c6f2-5dfb-825f-899f87e54931,acronym,CTFV,
5e79a287-811b-5ea4-84ef-0c9117b2a7d5,acronym,Influenza A virus (A/Taiwan/1/62(H2N2)),
a05a427a-1f88-5bff-966b-5c3872234928,acronym,SV12,
08f87b24-0760-51a9-85ca-02e640987d70,acronym,PmNOB III,
59758ac0-2e10-5b96-b9c1-64ce868a0238,acronym,SAdV-37,
76f96cbd-0d5a-512a-9afa-040fc7cb2cb6,acronym,BRV,
bbfdbd97-b6f3-59e2-a249-9880332f96fe,acronym,HrCTV,
99aa1568-d272-5129-a694-bdaf8ce3a962,acronym,AAAV VR-865,
807a8cf7-237d-5dd8-84c7-393f51deec21,acronym,FAdV-8a,
4b5fa791-03a8-5f3f-a9e7-85879c81abe2,acronym,FAdV-8b,
f2904c58-d12a-57c2-af37-72004772d3e0,acronym,HCoSV,
c8c9b946-231f-530b-901b-f536700dab08,acronym,HCoSV-A,
bcc97c7b-5b72-5075-a082-fda973d3ddb5,acronym,HCoSV-B,
fa8f841b-10a3-545c-866e-12fcacd027be,acronym,HCoSV-C,
908c7877-156b-5366-8ab1-96610f73a0cd,acronym,HCoSV-D,
ff839234-8f1f-5fc7-814c-e5639adbebfb,acronym,HCoSV-E,
48c85009-61f9-5f7f-8887-46715741141e,acronym,AZ79,
70b132de-4a52-5b59-8709-3ae8716721ad,acronym,HRV-5,
e4912de2-9690-5c37-b4e4-92845e70bd36,acronym,PBCV-NY2A,
c8481609-f2dd-55bd-b63d-174ddb535a6b,acronym,PBCV NY2A,
c21dfa04-2382-5c8d-836c-7edfe9f20c1b,acronym,CV-NC64A,
d5869a5f-c17d-58c6-9f36-274e7d3e23e8,acronym,CV-NC1A,
9de3e426-f8d6-50c1-a8f6-8149a300303c,acronym,AcMNPV,
ae93e487-aeed-598a-85c1-d2267e049bf0,acronym,SORV,
f96c3d8c-75d4-59fc-9546-d0486a1e9339,acronym,SDNV,
57279678-50b3-5067-890a-d2d7aebfc5d8,acronym,SAV,
10d3afe5-aaab-5850-9bc0-5f322b5493be,acronym,HERV-K,
ddcfa803-6c11-53bc-8e9a-9a6382432988,acronym,PPV,
731bccd0-e361-528e-a5b1-c0ce8e3f3b02,acronym,AAV2,
35c2c130-c711-5203-b38d-dc4d4292e713,acronym,LChV,
62b62f9a-f7c4-5aff-b919-285f98c99ae9,acronym,DlEV,
234a9d95-e219-5ba8-9dae-71aa466b5773,acronym,LLAP 9,
fa783696-c544-56bb-a296-e3affa52b4ae,acronym,LLAP 7,
0e21c230-bc3f-56be-b9cc-86ae6d3c7855,acronym,LLAP 2,
c97b8df2-3869-5d6d-b72d-ee0c69a2402f,acronym,BmDNV-2,
159b99c5-6218-587c-a1ef-2dd83714a3a1,acronym,HvV-190S,
a882c69b-b9a3-5733-b982-db1200456564,acronym,CSMV,
9041c080-4a78-560f-8b2b-5c9cba152e5c,acronym,LWSV,
9b6cd720-1bb2-5f74-bf48-10b119ecf6bc,acronym,GTOV,
2d29feb6-1db4-5e8c-bb8e-4c615a04f734,acronym,AMAV,
b65ac82e-fab8-5ab0-b20e-be841f1355e6,acronym,MSV,
7aa938f2-2603-5279-8baa-ee8ae5552bd9,acronym,TGMV,
d7ad2806-2528-5d4a-90ce-a94d92e2aca8,acronym,OGSV,
2fb1d5aa-7c5b-54ab-8066-0ae8dd5a6b2c,acronym,LYCIV,
34a3b1ae-b15a-5c6a-84cc-6934e8a373b5,acronym,PAR,
a27ac89f-756f-5b98-af07-2d7e66dbc4c6,acronym,ArceNPV,
62d408e9-5b10-50d5-8794-530c17c396cf,acronym,AYVV,
8d45d790-d514-5898-b56d-f2a6bebe6a3c,acronym,WDV,
21fba97d-1b28-5d4a-8dfd-62ad1dc53350,acronym,PsV-S,
079e42bb-7c99-56b9-b6fd-2bd114dcd6f5,acronym,SSV,
34828f2b-90c1-5fc0-9aad-205411c7a943,acronym,CNPV,
a40cbd7b-714b-50b2-a9da-c3c25867724c,acronym,BCTV,
eedda323-82d3-5356-a5de-902deeb27a2c,acronym,SpV1,
4c4cc348-dab3-5769-a3aa-fa20f1f49b4f,acronym,SpV4,
1414c13a-60c1-5d8e-826c-4e6b0662a750,acronym,Chp-1,
fd7794c3-45b9-5b23-8639-6c2be7bccb51,acronym,RAM-1,
7beec0e8-b033-5a85-bded-67a474fccbc7,acronym,MRV-1,
01251533-e456-5382-b7be-ed6abe639374,acronym,HAstV-8,
aeb8725e-eb8c-5ea5-a72c-197a07918047,acronym,Mtv30,
1345a677-bce4-50a8-8b5d-70cdd548b701,acronym,BCMNV,
91ddc0ec-9893-50ae-af1a-da2488878296,acronym,AHSV-9,
e817ae4d-f643-5534-a8b4-fe6fa6286522,acronym,AAI,
d9d7bc4b-c595-50f1-a154-cc105c045362,acronym,OYDV,
c4c18777-57aa-5afe-b382-221901b8f151,acronym,HaPV,
9e07c413-bb07-5a1b-b408-277363b31305,acronym,MPV-1c,
efa1f003-43d0-526d-a7cd-c1214090777c,acronym,MPV-1b,
cc1f3dd3-93b9-5033-b381-24dc3a174b47,acronym,HdMV,
d131a741-6981-5735-b5ba-9010c0c53859,acronym,SPLV,
213e2e51-d288-5525-a96a-68969c67562c,acronym,BStV,
0c151baf-b905-51e7-8b13-e35588d6a2ad,acronym,ScV-La,
469c9459-6113-50aa-8b44-f77b2006dca1,acronym,RRSV,
02af7242-623a-56f8-8e88-f4df3f81e387,acronym,RGDV,
093be3d0-73fe-5b4b-8e93-f0faec40d1f4,acronym,AHV5,
6e736fe7-2942-5441-b3c1-b7814fa70db6,acronym,ILV,
8a340617-4868-5f37-936a-6b1356580aac,acronym,PHEV,
385c87c3-f766-586c-8535-9a62717d5fb7,acronym,ASHV,
6aeea8d1-15e4-50f8-81c0-0266d00de3c7,acronym,CVd-IIIb,
aeb02964-8d2f-597f-a70d-24f99981a532,acronym,CVd-IIIa,
436f15f6-607f-5373-ace3-1f9b7e944a29,acronym,HoMV,
baa8a2b2-164d-57be-bd05-0323ab97d3ba,acronym,AgMV,
ceeee148-93de-5b70-a23a-7bb0434a04cc,acronym,WTV,
13cd1455-af97-56e9-b643-bd2c89d21de3,acronym,MRDV,
770ece04-9b43-55ee-884c-792d4d6a153c,acronym,RBSDV,
9663103c-78c2-5463-b4a6-0f8cf627bfda,acronym,RDV,
92e9a43f-01bd-5c10-8b3a-861f369d42ba,acronym,IBDV,
880ad687-8b3d-57a3-8d07-b434dcb17a62,acronym,Bcep781,
794c7f64-2e05-50a6-86ed-4e1fdd9011a4,acronym,CfMNPV,
59c9e3e1-67bd-553a-b27e-4a6bc2f5b477,acronym,HRSV-B,
4a23d599-223c-56fe-9af0-4e6fc8dea840,acronym,HRSV-A,
1ebd7863-cc59-5ed3-a8be-df8a3dab53a0,acronym,IPNV,
1fe6dbf4-539b-595d-aa05-599cccfc4fb3,acronym,UmV-P4,
371715ef-f100-5ff9-aeaa-fa9a0f91951f,acronym,UmV-P6,
8a8d611b-14b3-5a78-95b8-0b9cd37371c4,acronym,GSyV-1,
f6bcc13e-b47e-57ca-b139-c908bc293ffd,acronym,BPV-5,
a337d4ca-040c-56b0-a9a4-3135ec85de03,acronym,CHV1,
89c00200-d9f1-5f94-8f40-1aea5c9acf80,acronym,CHV2-NB58,
09c788b4-3a65-5ba4-bc88-b77a05ad21a3,acronym,ONN,
80bd68f7-8eda-50ee-8c44-2655cb710ea5,acronym,RRV,
87afc6f3-1308-5c79-9bae-153b27576ed0,acronym,CYVMV,
a8c75e03-46b4-5194-b1b1-cb2daab48c48,acronym,VEE,
8b48f1c0-6776-580a-bb1c-75ce3cd3edba,acronym,AHSV,
31c0ae3a-17e1-5f46-a1bf-097ccfdff29b,acronym,THEV,
370368ba-e00c-5917-a22d-3e312b795736,acronym,Scarabaeolus bohemani,1
98e97b8b-8ff5-5bcd-8882-d62700a16ae5,acronym,AV-2,
6fdf2718-692c-542f-a997-dc6d4d945e97,acronym,AHV3,
034886c6-09b1-528a-bf0f-b829fbcf1838,acronym,FsV,
7e49adf5-4987-5a55-a5d6-d859ce4426f5,acronym,EAV,
0229a818-8019-5b39-9b45-b605f474c5c4,acronym,LRV1-13,
976d9105-a627-50bb-aab6-8c98ed66e451,acronym,LRV2-1,
15cd01d4-d39b-5fe2-8562-0861060347ed,acronym,GBV-B,
9181829a-12b0-547d-9e35-2937abaeab40,acronym,STLV,
fd1c1019-ac67-56a1-a662-a319cbae9a2a,acronym,PTLV,
9b729e51-9fbc-511c-b8ee-8a608600753b,acronym,EV71,
8faf734f-ed09-511f-81d7-6ee7480ce2bc,acronym,EV-71,
a9b64d66-9e83-5f48-84f3-c45f1f8386cb,acronym,CsCMV,
b9d156d0-a38e-5ad8-a2ec-4c7851d8c99e,acronym,HAstV-7,
1bff3496-3a4f-5296-ba24-404fb669bd4d,acronym,Gobius thalassinus,1
70de8aff-8569-5d1d-a511-55a64a46eccf,acronym,YMTV,
8230bf5b-fb86-51e2-a36c-d3ec947ff6ff,acronym,PnMNPV,
ae0a92c7-1397-519c-9aba-b7bd81152d9f,acronym,PenuNPV,
6af5adfe-5dd8-569d-b678-cd6f9eb0c8b6,acronym,LDV,
6f19f201-1ee0-595c-aec2-ac22ecd8d41d,acronym,SAdV-3,
1f5c6e87-a83c-5f41-bd8f-7f5b0f2b5f0d,acronym,TBEV,
7c798ef6-df63-5a13-894c-d590e02aa711,acronym,LGT,
b3097123-0cef-54c6-ba00-fbf6b26af698,acronym,HIRRV,
bf338e41-e979-56ce-a203-b51df73a76be,acronym,MnNPV,
34e11948-e4b0-590b-9977-59b7b019c1ca,acronym,HTLV-IIA,
0d62622b-6787-541b-ba7c-abe561174b3b,acronym,PNRSV,
6924c91e-a6d6-58a4-ae33-64eeaa5ba0fe,acronym,LI,
b1e0f381-3da6-543d-ab5e-8b3fc56f3875,acronym,PVV,
4ec2e129-5605-5e30-9390-c971223169a9,acronym,DpRV,
a48fb7a7-6641-5e3f-9f4b-601d7394451c,acronym,KSHV,
1b93b4e5-9b95-58bb-b062-7bc0c65c7d48,acronym,HHV8,
839b5a62-8fb0-5b2f-83ef-1145961b6f98,acronym,HMV-2,
2761acfc-1580-53ae-9942-6dd04a7a4736,acronym,SRSV,
a1c7f9b1-2f0d-5234-9c1c-e113b0987b11,acronym,HAstV-6,
4a723197-b7b0-5624-9ce2-2675bbbd6c21,acronym,CVV,
62ef7093-ecca-5886-ae14-db2cbd7e995b,acronym,CiLRV,
29be78e1-817d-5034-b78b-00d7bf39d745,acronym,LRMV,
45715258-67d5-513f-b250-df5d558cd74b,acronym,BVDV,
b4f4543b-ff76-5605-b858-c1b23e944c5b,acronym,PLHV3,
3a4d8091-2fb2-5759-98dc-d09fa21a9ae2,acronym,SCSV,
54a454fa-57f5-5eaa-a4c8-17041202131f,acronym,BVDV-1,
3fb0ccab-ba42-589b-97b9-52abf7a87a9a,acronym,HCV,
a4c990fa-c2d6-5a91-a81d-19ba4d98cc19,acronym,HCV-H,
b03197d2-1bbc-5ef9-9b85-c7a2d86e6d96,acronym,IBV,
90173f4f-93df-5f90-a184-c929c002dfab,acronym,BCV,
129a1a79-ecf4-5051-b198-7bdd86d6ac5b,acronym,AHSV-4,
0eff8c7d-0068-5142-a238-1644792fac4a,acronym,HCV-Hun,
43c6bd0a-8534-55a1-8044-459a7765d32c,acronym,STLV-1F,
82bdcb64-293a-56f9-974e-a7bc61ac721f,acronym,HTLV-IIB,
30718435-e23f-5649-a08f-e2b782dd37a6,acronym,LCDV,
62f651e6-4614-52fb-96a6-1521a8c8d809,acronym,FLDV,
2ba26af7-5cbb-5fa2-9540-415367e8b203,acronym,FLCDV,
5d1ebbd6-9b4a-5bb6-ac82-fb15acee0951,acronym,CV-XZ6E,
cee27a36-58c3-5e6b-b857-6432363f5e43,acronym,ArNPV,
50f6bfbc-02e6-5796-9ffe-5003911a2e72,acronym,MDV2,
0788bec1-6f38-5196-890e-7e8e62945d15,acronym,MAC,
fc262a9c-b581-5a3c-b8c0-0826ffeee478,acronym,BECV,
bb3cb124-af0e-5567-9abd-66ed830e3438,acronym,HCoV-229E,
46951ab9-ff06-5bbe-8ddc-93ddafa04c99,acronym,LfWB,
9397e675-d4dc-5f15-9630-45cf239be252,acronym,HAstV-5,
e0b43839-6308-5052-845c-ce868c260bb8,acronym,HAstV-3,
38c2ead4-49ee-523a-99a6-d81a18a411eb,acronym,MHV,
f71f6835-9774-5d51-b6e3-9058010d9822,acronym,VESV,
4375c747-4430-54c2-a9cd-0fc459fc831b,acronym,PVYV,
16c4c254-e1f7-5eed-93c1-4c90214d6fd7,acronym,ASPV,
047c27d8-2151-5da1-95a8-fe42351b9ca6,acronym,MPV-1,
bf36bb1e-8ba2-5464-93a0-88f8902c1eee,acronym,BTV-2,
74cd5182-b0c6-559c-8d1b-df2f0afc2887,acronym,HMV-1,
8c8f1e39-c1c0-5521-9e68-7e07b197c71a,acronym,ELMC,
0be7e32c-c614-5586-935e-b3a943b7db15,acronym,HAstV-4,
c3e05109-ec2c-5df0-b8a9-145e1ec50d22,acronym,SJNNV,
26a6d831-1f57-587b-9208-7b06a39d802c,acronym,RTSV,
139a147b-8930-5940-b0f2-32047dc4a94f,acronym,PLCV,
593b01b9-878a-5de7-8bdf-69e2e18b1cbc,acronym,ASV31,
dfbda7d8-c1c9-5f7a-a645-692975c16e7b,acronym,PAdV-3,
e4985023-28f7-56e2-947c-79753c009fc6,acronym,BHV3,
3347cbfd-8648-532c-942a-483dde420cc5,acronym,AlHV1,
d90ca502-1263-50e9-9da8-1360fc4431eb,acronym,AHV-1,
53ef190a-baf0-5cba-b82d-e077715ffa8c,acronym,MHV-S,
0a9397f6-117b-55e6-9713-fbb61a89230a,acronym,TGEV,
61f4cf7c-05c4-5588-b128-a9b08ed764f1,acronym,TCV,
81aaacbc-d3f8-535b-91de-cc9b60bbd12c,acronym,NDV,
627d9ec9-f3f5-5896-902a-bf727445f406,acronym,HPIV4,
9a6a90a1-bd56-5c53-a5ed-8443e0cb9fba,acronym,SAdV-22,
afac7a20-efc9-5cba-bb2b-733b47684584,acronym,RYMV sc-RNA,
b6e0a565-0f84-5ade-a5d9-bd71d488b514,acronym,HPEV-3,
ca7c7341-af27-5b03-bdd8-c7167340ad90,acronym,SV-5,
20ff5b10-4a59-51c6-9b6e-e8c9e809ab41,acronym,SV5,
3ec97840-ebf5-592f-b851-c8daff0d1200,acronym,HPIV2,
9c347fcf-dc43-5088-ab2f-c484c642e927,acronym,PIV-2,
7aece5ae-f012-5703-96b2-2df5ae659060,acronym,ROPV,
89609f34-437d-5a5a-a8dd-86b12a60c8fc,acronym,MLOs,
8aa13b1b-fc9a-54ff-9a87-59de6548e4c3,acronym,BCG,
b0404534-9017-5ffd-ae1a-5dcda71a815f,acronym,GRAV,
79e75bd6-64b4-5a47-b9d7-c955b74086bd,acronym,TV24,
7deded10-b03a-5a58-8cae-2a84b71ef7e4,acronym,SV7,
207075a1-7191-5a5f-aa22-88d8b6717fee,acronym,MDV6,
c2a92cf2-0824-5d8f-91e1-c4c52d7d3df2,acronym,STLV-I,
e2b3e1df-1ea2-567d-8e57-b4c78a87b5b0,acronym,STLV-1,
0ccab052-0b0a-58b6-9b1f-186f39fd688e,acronym,MARV-Mus,
aa75ca77-8d0b-533c-8807-01219a5e8116,acronym,AHSV-1,
f2b201aa-6b5a-5ea3-8e24-e246f4aa5b92,acronym,MuHV-4,
45ed94de-3ae1-5e93-bd10-3efd94f6eec7,acronym,HPIV3,
1d1c229c-d818-500b-911f-b119d3173f96,acronym,HPIV4a,
026dc805-0a50-56d4-8ede-c072c4993937,acronym,CYDV-RPV,
d7ddd8fa-492a-543a-85c2-d4e057389bf0,acronym,IPCV,
61187227-81b9-5491-bf4e-d848a2287de3,acronym,MBV,
abbfad14-1e88-5471-b662-6ccc8189ed05,acronym,LiMV,
a7e4ea3c-bc99-5c98-82e9-12fed0eb19e0,acronym,ReTBV,
c549586c-e7be-5ede-975c-859fd2a85003,acronym,TBBV,
7adbd688-0d36-581a-b107-f527eb6c1e2f,acronym,TTBV,
2f5dacb1-b18e-5d4d-9aae-38635115943f,acronym,SrMV,
71efe525-8f8b-59eb-8a78-1749c863a8c4,acronym,LYNV,
136b7e74-ae86-5720-962e-fccc07379ae2,acronym,MrV,
5d27c1f3-9cd8-5f91-ab82-38db9a9eda5f,acronym,ButMV,
b4c6e2ca-1a68-5a42-9080-de5402fdf8dc,acronym,HLO,
7811e7b4-dc4c-5f01-b665-f47fde9de84b,acronym,BatBHV-2,
c86b62ee-3ec2-57e9-bf0c-c31df14dab99,acronym,SaHV-2,
8cc70389-3839-5ff0-8f85-384b0979e9a8,acronym,ShVX,
1ee54ed2-16f1-551b-b06b-4400452efa66,acronym,JGMV,
06e92db5-19d6-5136-806a-5f064ef5065c,acronym,PWV,
7dd57f71-029d-5cea-bc2c-449084d8a41c,acronym,BYNVV,
fbbd514e-5f90-55b2-b5c6-1a76af682aec,acronym,BCaMV,
593eaa87-6e92-5eba-9245-bf1b5311610e,acronym,AgMNPV,
91d5aadb-1102-5c5b-a4af-aa7fc86b4db4,acronym,sTobRV RNA,
c4de0962-8c57-567a-83f7-55c943c67156,acronym,TYLCSV,
391e3ef3-1f4c-57dc-8ec7-8a1887d29756,acronym,TYLCSarV,
b6b7a35c-a72a-55a5-81d6-851ffe14f26a,acronym,PIV-4A,
6d6406ab-8f5d-5283-a5e8-5b5b5c00a96a,acronym,PTV,
8364d693-5fd4-5a1e-90d5-4a3f26ed9fa7,acronym,phiCP26F,
c111add7-905e-5ade-9d10-04d77a285a20,acronym,HPIV4b,
9af62ab8-9514-599d-8c8d-66b96efc8856,acronym,PIV-4B,
5d4e49dd-6faf-5062-b0ec-509fccbd7d11,acronym,Amphiesma stolata,1
145425c3-3ed6-5ba1-b381-832548d3164c,acronym,TAFV,
cac675e6-e04f-512e-8fce-38abae796671,acronym,CIEBOV,
b477dbff-7eb7-558e-98d6-108b92ffbad3,acronym,SUDV,
aa1fe49d-591f-5e9f-8215-68dee2f5a936,acronym,SEBOV,
d088ee11-d4a7-525e-9f8f-4f37a2c28512,acronym,RESTV,
fdf18b6d-cb44-59f3-b12e-4901965d75c8,acronym,REBOV,
6568d9ee-3781-520a-8e40-9f9e5f95c00f,acronym,ZEBOV,
c3012bc4-7c19-5a02-9bde-13bd35e19f02,acronym,CmYLCV,
72c8dafa-d505-5b40-a96b-75038c8329ba,acronym,TYLCCNV,
37927584-db82-56bc-ac6c-9311941b9ecc,acronym,SV-41,
366ec26e-e88e-50b1-b993-2c071ee01990,acronym,SV41,
61f87ed8-13ff-5769-958b-2ec8a74f8c37,acronym,CDV,
5184af03-4c26-516d-be2f-4a5a8102dc41,acronym,AdDNV,
22a7b471-0491-521b-a8be-ea19608dfc5d,acronym,CpDNV,
a92ae6cb-ffd5-5150-9ed7-0383537fa8dd,acronym,PiNDV,
0e053a7c-5ca7-5d7e-8ea3-fbcf6d0d8ee6,acronym,MIDNV,
492eefa2-6eb8-5c90-9ea9-e22f7881b81d,acronym,SCMV-AOP,
963df404-8798-5ad4-8f29-0260e4522fbd,acronym,AOPRV,
edf51e83-2c43-5330-9e58-faa13ccceda9,acronym,CavPIV-3,
c9e91bad-349a-5ab0-8d01-c6e29e4dc8e3,acronym,BRS,
f0c3f7bf-b176-59bc-9e8e-d443d307b965,acronym,TVCV,
caaa911f-0783-541b-98b6-fd9fcfe10103,acronym,DMV,
599c16e7-4de7-55c1-b802-786e7bcbb307,acronym,BCV3,
35c2046b-882a-52be-ac25-371ec9a6e56d,acronym,BCV-3,
031240e6-73fb-520e-acf4-d562dc725555,acronym,TVV,
e369fd4d-2ffd-5513-9912-4040651616f7,acronym,GLV,
f584f8af-e092-5c0d-9f67-a155f0936b51,acronym,HzNOB,
a00afca5-f285-5256-84b1-80d69ae3f979,acronym,Hz-1,
7fd18157-fa67-5ecd-84fc-0950d09a3ad6,acronym,BRSV,
a0ccbede-5e80-5edd-893d-0a576b3077d1,acronym,MBG,
0dd89c32-50e6-55c6-bdc2-61c6de17868c,acronym,UmVH1,
e5a4118b-aa22-5687-bc60-29a3a2d7d4b2,acronym,CHP,
422f4388-b44b-5429-89d4-410828e625f2,acronym,PIRY,
db8bee1c-1bfd-5aeb-a0e1-00547e68f45c,acronym,VSIV,
3c89817e-2105-56d5-852d-fa90e85ee031,acronym,VSNJV,
0ee42d9c-ea86-53f0-9c89-339c4eb6f332,acronym,Silurana sp. BOLD:AAH0940,1
7f84aef9-54c1-515b-a8a8-e060e1293289,acronym,VHSV,
4b3e6eb5-1bdb-5cee-a2fb-1439dbfdd36d,acronym,IHNV,
30a90ded-e1d2-5049-9e1b-d8f4ee8c01a6,acronym,SIGMAV,
5f23d8d7-13f2-56ea-8337-8f1cec4b0559,acronym,SYNV,
cbd8c337-a95a-5dc6-83f0-4b066999c595,acronym,FPV,
2674a6cd-d9f1-5590-9618-5c9e1e9d2a7e,acronym,FLUAV,
1c438d89-444d-5f9b-9130-104f72c3969f,acronym,FLUBV,
66bc9cdb-2872-5bd4-8f32-8fd8fba48dfc,acronym,FLUCV,
ead83377-9219-593e-bdbd-40278383320a,acronym,RVFV,
f88ee82b-1ec3-5bd5-b90d-a2d6bdb0dd7f,acronym,PCV,
1a03189e-1f41-544c-a8bf-c17f94180b48,acronym,ASGV,
fc0061dd-26f4-5ad0-9cec-e65571346cbd,acronym,PRRSV,
be3f63fd-dd6e-56f1-bd57-fe347e250898,acronym,HTLV-3,
d60b43b0-a3f2-5eaf-9d84-9d643961e443,acronym,CfEPV,
fe32a849-d736-580e-87a8-6de21215f9b6,acronym,AmEPV,
4298005f-89f6-566b-9e04-04231a8bb2eb,acronym,AMEV,
36d3311a-2b6e-546a-b417-72a89b8de374,acronym,AMDV,
12e3ab75-d83a-5fa0-b739-16fc9e177124,acronym,HHBV,
d13ff3b4-5ce1-55fa-b0ef-8d782208c213,acronym,SFS,
f80996cd-1614-51eb-ac59-48fef6c88cd1,acronym,CpGV,
7c3be3f9-7add-52fb-844b-f68e8935003b,acronym,Hh1,
5a138b0e-72e5-5903-bb3a-191f39359cfc,acronym,TTSV1a,
7c063500-2727-533e-8605-5aa7bb5c8eb9,acronym,TTSV1b,
52555f96-8eaa-562a-8c45-5e1e08500c35,acronym,EhV-86,
67c1413b-b544-5c2e-b60d-c1f4b05b0af3,acronym,TOS,
2fe7c079-46e0-590f-864e-afae90e75785,acronym,TOSV,
610bbb12-c011-556a-a65b-0f24ec5b9901,acronym,UUK,
5138634d-523f-5180-b778-f0847b457ad2,acronym,CCHFV,
d3bf58f5-8e70-526e-a55d-67c7a60cc195,acronym,PHV,
0fc42060-cc99-5d66-91d5-12e3009d2887,acronym,INSV,
6e7d0c73-50db-511d-ba89-3fead7bf748e,acronym,TSWV,
762141b9-954e-50f7-8f7e-ad5f60512679,acronym,DHV-1,
d87d6494-4d19-5f2f-8f38-b667c46ec3d7,acronym,CroV,
bd8c3d06-cafd-52de-b672-7e1609a1a1b8,acronym,CBLVd,
fe0d13ba-b8ca-54c5-82fd-52ed516c20aa,acronym,CVd-IV,
d65d0637-8910-5051-843d-f9c17ff32b9b,acronym,HSVd,
b2dc9c20-e998-5fee-9575-2002df5d128c,acronym,PSTV,
3cefe79f-d61c-58e5-99c2-92bf68edb3bb,acronym,STMV,
1dfa373b-97c0-5c76-b958-8e94c6dd6315,acronym,PYFV,
3a764129-2112-5703-95b2-07d487db25e8,acronym,MHV-4,
150613b8-99bb-5922-8049-0ffa7fc736d8,acronym,IFV,
91bf9a3a-6d3e-5f46-b844-4fd4e9583d55,acronym,HERV 1,
dfb29ff3-70f9-5ea0-8146-6450b1ba9096,acronym,HPIV1,
5464f8bd-3ca2-5f91-8005-fad7e0a164ae,acronym,ADRV,
fb2ba6c0-e957-51ec-bbfd-c3601c213f5a,acronym,H-Ast2,
fe6861bd-a4f5-5844-9058-af36fb38cb6f,acronym,FEV,
ee178401-3914-51a1-95f5-9f5daa4666eb,acronym,FECV,
c533f3a9-c569-589d-a7b3-def494ad3fce,acronym,EHV-2,
7d30cd2b-f336-5965-9af4-18c768df851c,acronym,DHBV,
50a47544-9561-5684-89c4-3926011954fd,acronym,CAV,
9ab7efa4-4771-5b78-b8bd-b5cc0c59c372,acronym,CLRV,
17f47877-c9fe-5ccf-b5a6-9d038f7635d9,acronym,BBTV,
9f911276-e91f-56a2-b245-6f1b0aa00e66,acronym,VHEV,
0be22713-e711-539b-8e1b-0a528fb4a0e4,acronym,LRV1-4,
de721248-3336-55da-b347-0fc9b2f4a537,acronym,JcDNV,
a6d2cfa9-7ba9-5329-977e-c60df6ae1f9f,acronym,HDV,
d95d2d22-20bd-550f-ba67-512f12a547a0,acronym,CFDV,
dc2309b5-9052-5930-843e-0543c5683afc,acronym,BaYMV,
99e16ae6-0f6e-55f4-aeb0-8d4b51ad851b,acronym,HEV,
48c95fde-8fc7-5280-96c7-16bb60dcc744,acronym,HAstV-1,
8b56aad6-edc6-588c-a55b-d852a5e08f66,acronym,BDV,
2cb6773e-a94c-5758-b4ed-d6d9198d0edb,acronym,RBDV,
2e1e5d16-22ca-506b-96da-676cbd900b10,acronym,ScV-M1,
82ac6d80-fc0c-59f6-870a-dab6731b6dc3,acronym,Richoniella pumila,1
9e279ba8-52f0-593c-aa32-13464ca2e8bf,acronym,RSV,
f4c0603c-1441-5b95-bb10-c5af76164c07,acronym,MSTV,
ecbbd22e-b026-504c-895e-40223253ab60,acronym,PSLV,
3147f6f9-87ac-50db-90b5-6930fd5a1ad4,acronym,BSMV,
165dd78a-4056-5787-8b1e-11f5313f616b,acronym,ApMV,
d1fc9654-b6c5-5223-9fd6-edf95e2a9151,acronym,TSV,
bffc0d6c-c98b-5e96-b8cf-9cd86c78c024,acronym,TAV,
f0487ef8-d340-5fc8-a1fe-cafd223a4ce0,acronym,Bat CoV HKU9,2
287633fe-7663-55f7-a8a7-ee50dcbe6d08,acronym,SARSr-CoV,
d29235e6-58d0-5419-b830-20e43584a4fa,acronym,CMV,
de93d953-793e-5eda-b8fd-b36d2607c582,acronym,CCMV,
ce5487de-82ed-528b-b208-f6479712400a,acronym,BMV,
7b944952-fc8e-5053-8721-8af303ea9d41,acronym,TRV,
4ee30f17-4383-58d5-9096-ca9cc2f13caa,acronym,BBV,
9bd9c063-0a4e-5f40-984c-b08b068d78c1,acronym,TOMRSV,
608c1c70-6d41-5fd5-badd-11d5f0d0d49b,acronym,TBRV,
44e374d4-1fe5-5f18-a1b7-c5d2e6b6f9a4,acronym,GCMV,
b85c5ebc-df8a-54a8-b07d-091a05652676,acronym,RCNMV,
b25cf2d9-46e1-5d66-9b26-830b59749b9a,acronym,CPMV,
b667910a-a5db-58c2-aaa0-047cda0e29bc,acronym,RCMV,
aae8b94d-8c19-541c-a389-a8af4819848b,acronym,BPMV,
c5b10057-2347-5579-80a5-38a5660fccba,acronym,TMV,
6b9eb569-b342-5965-bd9a-f839da9ec9aa,acronym,ORSV,
6b3b6038-563a-588d-b899-a6313655a330,acronym,CCGMV,
